date,student_name,center,city,grade,present
2024-10-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-28,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-10-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-10-31,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-01,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-03,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-06,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-11-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-12,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-18,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-19,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-22,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-11-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-11-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-01,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-12-02,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-03,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-12-04,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-05,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-06,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-07,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-08,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-09,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-10,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-11,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-12,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-12-13,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-14,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-15,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-16,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-17,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-18,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-12-19,Rohan Verma,Bangalore-07,Bangalore,8th,0
2024-12-20,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-21,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-22,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-23,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-24,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-25,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-26,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-27,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-28,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-29,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-30,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-12-31,Rohan Verma,Bangalore-07,Bangalore,8th,1
2024-01-01,Anita Roy,Pune-01,Pune,6th,1
2024-01-02,Anita Roy,Pune-01,Pune,6th,1
2024-01-03,Anita Roy,Pune-01,Pune,6th,1
2024-01-04,Anita Roy,Pune-01,Pune,6th,1
2024-01-05,Anita Roy,Pune-01,Pune,6th,1
2024-01-06,Anita Roy,Pune-01,Pune,6th,1
2024-01-07,Anita Roy,Pune-01,Pune,6th,1
2024-01-08,Anita Roy,Pune-01,Pune,6th,1
2024-01-09,Anita Roy,Pune-01,Pune,6th,1
2024-01-10,Anita Roy,Pune-01,Pune,6th,1
2024-01-11,Anita Roy,Pune-01,Pune,6th,1
2024-01-12,Anita Roy,Pune-01,Pune,6th,1
2024-01-13,Anita Roy,Pune-01,Pune,6th,1
2024-01-14,Anita Roy,Pune-01,Pune,6th,1
2024-01-15,Anita Roy,Pune-01,Pune,6th,1
2024-01-16,Anita Roy,Pune-01,Pune,6th,0
2024-01-17,Anita Roy,Pune-01,Pune,6th,0
2024-01-18,Anita Roy,Pune-01,Pune,6th,1
2024-01-19,Anita Roy,Pune-01,Pune,6th,1
2024-01-20,Anita Roy,Pune-01,Pune,6th,1
2024-01-21,Anita Roy,Pune-01,Pune,6th,1
2024-01-22,Anita Roy,Pune-01,Pune,6th,1
2024-01-23,Anita Roy,Pune-01,Pune,6th,0
2024-01-24,Anita Roy,Pune-01,Pune,6th,1
2024-01-25,Anita Roy,Pune-01,Pune,6th,1
2024-01-26,Anita Roy,Pune-01,Pune,6th,0
2024-01-27,Anita Roy,Pune-01,Pune,6th,0
2024-01-28,Anita Roy,Pune-01,Pune,6th,1
2024-01-29,Anita Roy,Pune-01,Pune,6th,1
2024-01-30,Anita Roy,Pune-01,Pune,6th,1
2024-01-31,Anita Roy,Pune-01,Pune,6th,0
2024-02-01,Anita Roy,Pune-01,Pune,6th,1
2024-02-02,Anita Roy,Pune-01,Pune,6th,1
2024-02-03,Anita Roy,Pune-01,Pune,6th,1
2024-02-04,Anita Roy,Pune-01,Pune,6th,1
2024-02-05,Anita Roy,Pune-01,Pune,6th,0
2024-02-06,Anita Roy,Pune-01,Pune,6th,1
2024-02-07,Anita Roy,Pune-01,Pune,6th,1
2024-02-08,Anita Roy,Pune-01,Pune,6th,1
2024-02-09,Anita Roy,Pune-01,Pune,6th,0
2024-02-10,Anita Roy,Pune-01,Pune,6th,1
2024-02-11,Anita Roy,Pune-01,Pune,6th,0
2024-02-12,Anita Roy,Pune-01,Pune,6th,1
2024-02-13,Anita Roy,Pune-01,Pune,6th,0
2024-02-14,Anita Roy,Pune-01,Pune,6th,1
2024-02-15,Anita Roy,Pune-01,Pune,6th,0
2024-02-16,Anita Roy,Pune-01,Pune,6th,1
2024-02-17,Anita Roy,Pune-01,Pune,6th,1
2024-02-18,Anita Roy,Pune-01,Pune,6th,1
2024-02-19,Anita Roy,Pune-01,Pune,6th,1
2024-02-20,Anita Roy,Pune-01,Pune,6th,1
2024-02-21,Anita Roy,Pune-01,Pune,6th,1
2024-02-22,Anita Roy,Pune-01,Pune,6th,1
2024-02-23,Anita Roy,Pune-01,Pune,6th,0
2024-02-24,Anita Roy,Pune-01,Pune,6th,1
2024-02-25,Anita Roy,Pune-01,Pune,6th,1
2024-02-26,Anita Roy,Pune-01,Pune,6th,1
2024-02-27,Anita Roy,Pune-01,Pune,6th,1
2024-02-28,Anita Roy,Pune-01,Pune,6th,0
2024-02-29,Anita Roy,Pune-01,Pune,6th,1
2024-03-01,Anita Roy,Pune-01,Pune,6th,1
2024-03-02,Anita Roy,Pune-01,Pune,6th,0
2024-03-03,Anita Roy,Pune-01,Pune,6th,1
2024-03-04,Anita Roy,Pune-01,Pune,6th,0
2024-03-05,Anita Roy,Pune-01,Pune,6th,0
2024-03-06,Anita Roy,Pune-01,Pune,6th,0
2024-03-07,Anita Roy,Pune-01,Pune,6th,0
2024-03-08,Anita Roy,Pune-01,Pune,6th,1
2024-03-09,Anita Roy,Pune-01,Pune,6th,1
2024-03-10,Anita Roy,Pune-01,Pune,6th,1
2024-03-11,Anita Roy,Pune-01,Pune,6th,1
2024-03-12,Anita Roy,Pune-01,Pune,6th,1
2024-03-13,Anita Roy,Pune-01,Pune,6th,0
2024-03-14,Anita Roy,Pune-01,Pune,6th,1
2024-03-15,Anita Roy,Pune-01,Pune,6th,1
2024-03-16,Anita Roy,Pune-01,Pune,6th,1
2024-03-17,Anita Roy,Pune-01,Pune,6th,1
2024-03-18,Anita Roy,Pune-01,Pune,6th,1
2024-03-19,Anita Roy,Pune-01,Pune,6th,1
2024-03-20,Anita Roy,Pune-01,Pune,6th,1
2024-03-21,Anita Roy,Pune-01,Pune,6th,0
2024-03-22,Anita Roy,Pune-01,Pune,6th,1
2024-03-23,Anita Roy,Pune-01,Pune,6th,1
2024-03-24,Anita Roy,Pune-01,Pune,6th,1
2024-03-25,Anita Roy,Pune-01,Pune,6th,1
2024-03-26,Anita Roy,Pune-01,Pune,6th,1
2024-03-27,Anita Roy,Pune-01,Pune,6th,1
2024-03-28,Anita Roy,Pune-01,Pune,6th,1
2024-03-29,Anita Roy,Pune-01,Pune,6th,1
2024-03-30,Anita Roy,Pune-01,Pune,6th,1
2024-03-31,Anita Roy,Pune-01,Pune,6th,0
2024-04-01,Anita Roy,Pune-01,Pune,6th,0
2024-04-02,Anita Roy,Pune-01,Pune,6th,1
2024-04-03,Anita Roy,Pune-01,Pune,6th,1
2024-04-04,Anita Roy,Pune-01,Pune,6th,1
2024-04-05,Anita Roy,Pune-01,Pune,6th,1
2024-04-06,Anita Roy,Pune-01,Pune,6th,0
2024-04-07,Anita Roy,Pune-01,Pune,6th,0
2024-04-08,Anita Roy,Pune-01,Pune,6th,0
2024-04-09,Anita Roy,Pune-01,Pune,6th,1
2024-04-10,Anita Roy,Pune-01,Pune,6th,0
2024-04-11,Anita Roy,Pune-01,Pune,6th,1
2024-04-12,Anita Roy,Pune-01,Pune,6th,1
2024-04-13,Anita Roy,Pune-01,Pune,6th,1
2024-04-14,Anita Roy,Pune-01,Pune,6th,0
2024-04-15,Anita Roy,Pune-01,Pune,6th,1
2024-04-16,Anita Roy,Pune-01,Pune,6th,0
2024-04-17,Anita Roy,Pune-01,Pune,6th,1
2024-04-18,Anita Roy,Pune-01,Pune,6th,1
2024-04-19,Anita Roy,Pune-01,Pune,6th,1
2024-04-20,Anita Roy,Pune-01,Pune,6th,1
2024-04-21,Anita Roy,Pune-01,Pune,6th,1
2024-04-22,Anita Roy,Pune-01,Pune,6th,0
2024-04-23,Anita Roy,Pune-01,Pune,6th,1
2024-04-24,Anita Roy,Pune-01,Pune,6th,0
2024-04-25,Anita Roy,Pune-01,Pune,6th,0
2024-04-26,Anita Roy,Pune-01,Pune,6th,1
2024-04-27,Anita Roy,Pune-01,Pune,6th,1
2024-04-28,Anita Roy,Pune-01,Pune,6th,1
2024-04-29,Anita Roy,Pune-01,Pune,6th,1
2024-04-30,Anita Roy,Pune-01,Pune,6th,0
2024-05-01,Anita Roy,Pune-01,Pune,6th,1
2024-05-02,Anita Roy,Pune-01,Pune,6th,1
2024-05-03,Anita Roy,Pune-01,Pune,6th,1
2024-05-04,Anita Roy,Pune-01,Pune,6th,1
2024-05-05,Anita Roy,Pune-01,Pune,6th,1
2024-05-06,Anita Roy,Pune-01,Pune,6th,1
2024-05-07,Anita Roy,Pune-01,Pune,6th,1
2024-05-08,Anita Roy,Pune-01,Pune,6th,1
2024-05-09,Anita Roy,Pune-01,Pune,6th,1
2024-05-10,Anita Roy,Pune-01,Pune,6th,1
2024-05-11,Anita Roy,Pune-01,Pune,6th,1
2024-05-12,Anita Roy,Pune-01,Pune,6th,1
2024-05-13,Anita Roy,Pune-01,Pune,6th,0
2024-05-14,Anita Roy,Pune-01,Pune,6th,0
2024-05-15,Anita Roy,Pune-01,Pune,6th,1
2024-05-16,Anita Roy,Pune-01,Pune,6th,0
2024-05-17,Anita Roy,Pune-01,Pune,6th,0
2024-05-18,Anita Roy,Pune-01,Pune,6th,1
2024-05-19,Anita Roy,Pune-01,Pune,6th,1
2024-05-20,Anita Roy,Pune-01,Pune,6th,1
2024-05-21,Anita Roy,Pune-01,Pune,6th,1
2024-05-22,Anita Roy,Pune-01,Pune,6th,1
2024-05-23,Anita Roy,Pune-01,Pune,6th,1
2024-05-24,Anita Roy,Pune-01,Pune,6th,1
2024-05-25,Anita Roy,Pune-01,Pune,6th,1
2024-05-26,Anita Roy,Pune-01,Pune,6th,0
2024-05-27,Anita Roy,Pune-01,Pune,6th,1
2024-05-28,Anita Roy,Pune-01,Pune,6th,0
2024-05-29,Anita Roy,Pune-01,Pune,6th,1
2024-05-30,Anita Roy,Pune-01,Pune,6th,1
2024-05-31,Anita Roy,Pune-01,Pune,6th,0
2024-06-01,Anita Roy,Pune-01,Pune,6th,1
2024-06-02,Anita Roy,Pune-01,Pune,6th,1
2024-06-03,Anita Roy,Pune-01,Pune,6th,0
2024-06-04,Anita Roy,Pune-01,Pune,6th,1
2024-06-05,Anita Roy,Pune-01,Pune,6th,0
2024-06-06,Anita Roy,Pune-01,Pune,6th,1
2024-06-07,Anita Roy,Pune-01,Pune,6th,1
2024-06-08,Anita Roy,Pune-01,Pune,6th,0
2024-06-09,Anita Roy,Pune-01,Pune,6th,1
2024-06-10,Anita Roy,Pune-01,Pune,6th,0
2024-06-11,Anita Roy,Pune-01,Pune,6th,1
2024-06-12,Anita Roy,Pune-01,Pune,6th,1
2024-06-13,Anita Roy,Pune-01,Pune,6th,0
2024-06-14,Anita Roy,Pune-01,Pune,6th,0
2024-06-15,Anita Roy,Pune-01,Pune,6th,0
2024-06-16,Anita Roy,Pune-01,Pune,6th,0
2024-06-17,Anita Roy,Pune-01,Pune,6th,0
2024-06-18,Anita Roy,Pune-01,Pune,6th,1
2024-06-19,Anita Roy,Pune-01,Pune,6th,0
2024-06-20,Anita Roy,Pune-01,Pune,6th,0
2024-06-21,Anita Roy,Pune-01,Pune,6th,0
2024-06-22,Anita Roy,Pune-01,Pune,6th,0
2024-06-23,Anita Roy,Pune-01,Pune,6th,1
2024-06-24,Anita Roy,Pune-01,Pune,6th,1
2024-06-25,Anita Roy,Pune-01,Pune,6th,1
2024-06-26,Anita Roy,Pune-01,Pune,6th,1
2024-06-27,Anita Roy,Pune-01,Pune,6th,1
2024-06-28,Anita Roy,Pune-01,Pune,6th,0
2024-06-29,Anita Roy,Pune-01,Pune,6th,1
2024-06-30,Anita Roy,Pune-01,Pune,6th,0
2024-07-01,Anita Roy,Pune-01,Pune,6th,1
2024-07-02,Anita Roy,Pune-01,Pune,6th,1
2024-07-03,Anita Roy,Pune-01,Pune,6th,0
2024-07-04,Anita Roy,Pune-01,Pune,6th,0
2024-07-05,Anita Roy,Pune-01,Pune,6th,1
2024-07-06,Anita Roy,Pune-01,Pune,6th,1
2024-07-07,Anita Roy,Pune-01,Pune,6th,1
2024-07-08,Anita Roy,Pune-01,Pune,6th,1
2024-07-09,Anita Roy,Pune-01,Pune,6th,1
2024-07-10,Anita Roy,Pune-01,Pune,6th,1
2024-07-11,Anita Roy,Pune-01,Pune,6th,0
2024-07-12,Anita Roy,Pune-01,Pune,6th,1
2024-07-13,Anita Roy,Pune-01,Pune,6th,1
2024-07-14,Anita Roy,Pune-01,Pune,6th,1
2024-07-15,Anita Roy,Pune-01,Pune,6th,0
2024-07-16,Anita Roy,Pune-01,Pune,6th,0
2024-07-17,Anita Roy,Pune-01,Pune,6th,1
2024-07-18,Anita Roy,Pune-01,Pune,6th,1
2024-07-19,Anita Roy,Pune-01,Pune,6th,1
2024-07-20,Anita Roy,Pune-01,Pune,6th,1
2024-07-21,Anita Roy,Pune-01,Pune,6th,0
2024-07-22,Anita Roy,Pune-01,Pune,6th,1
2024-07-23,Anita Roy,Pune-01,Pune,6th,1
2024-07-24,Anita Roy,Pune-01,Pune,6th,1
2024-07-25,Anita Roy,Pune-01,Pune,6th,0
2024-07-26,Anita Roy,Pune-01,Pune,6th,1
2024-07-27,Anita Roy,Pune-01,Pune,6th,1
2024-07-28,Anita Roy,Pune-01,Pune,6th,1
2024-07-29,Anita Roy,Pune-01,Pune,6th,0
2024-07-30,Anita Roy,Pune-01,Pune,6th,1
2024-07-31,Anita Roy,Pune-01,Pune,6th,0
2024-08-01,Anita Roy,Pune-01,Pune,6th,1
2024-08-02,Anita Roy,Pune-01,Pune,6th,1
2024-08-03,Anita Roy,Pune-01,Pune,6th,0
2024-08-04,Anita Roy,Pune-01,Pune,6th,1
2024-08-05,Anita Roy,Pune-01,Pune,6th,1
2024-08-06,Anita Roy,Pune-01,Pune,6th,1
2024-08-07,Anita Roy,Pune-01,Pune,6th,0
2024-08-08,Anita Roy,Pune-01,Pune,6th,1
2024-08-09,Anita Roy,Pune-01,Pune,6th,1
2024-08-10,Anita Roy,Pune-01,Pune,6th,1
2024-08-11,Anita Roy,Pune-01,Pune,6th,1
2024-08-12,Anita Roy,Pune-01,Pune,6th,1
2024-08-13,Anita Roy,Pune-01,Pune,6th,1
2024-08-14,Anita Roy,Pune-01,Pune,6th,1
2024-08-15,Anita Roy,Pune-01,Pune,6th,1
2024-08-16,Anita Roy,Pune-01,Pune,6th,1
2024-08-17,Anita Roy,Pune-01,Pune,6th,1
2024-08-18,Anita Roy,Pune-01,Pune,6th,1
2024-08-19,Anita Roy,Pune-01,Pune,6th,0
2024-08-20,Anita Roy,Pune-01,Pune,6th,1
2024-08-21,Anita Roy,Pune-01,Pune,6th,1
2024-08-22,Anita Roy,Pune-01,Pune,6th,0
2024-08-23,Anita Roy,Pune-01,Pune,6th,1
2024-08-24,Anita Roy,Pune-01,Pune,6th,1
2024-08-25,Anita Roy,Pune-01,Pune,6th,1
2024-08-26,Anita Roy,Pune-01,Pune,6th,1
2024-08-27,Anita Roy,Pune-01,Pune,6th,1
2024-08-28,Anita Roy,Pune-01,Pune,6th,0
2024-08-29,Anita Roy,Pune-01,Pune,6th,1
2024-08-30,Anita Roy,Pune-01,Pune,6th,0
2024-08-31,Anita Roy,Pune-01,Pune,6th,1
2024-09-01,Anita Roy,Pune-01,Pune,6th,1
2024-09-02,Anita Roy,Pune-01,Pune,6th,1
2024-09-03,Anita Roy,Pune-01,Pune,6th,1
2024-09-04,Anita Roy,Pune-01,Pune,6th,1
2024-09-05,Anita Roy,Pune-01,Pune,6th,1
2024-09-06,Anita Roy,Pune-01,Pune,6th,1
2024-09-07,Anita Roy,Pune-01,Pune,6th,1
2024-09-08,Anita Roy,Pune-01,Pune,6th,0
2024-09-09,Anita Roy,Pune-01,Pune,6th,1
2024-09-10,Anita Roy,Pune-01,Pune,6th,1
2024-09-11,Anita Roy,Pune-01,Pune,6th,0
2024-09-12,Anita Roy,Pune-01,Pune,6th,1
2024-09-13,Anita Roy,Pune-01,Pune,6th,1
2024-09-14,Anita Roy,Pune-01,Pune,6th,0
2024-09-15,Anita Roy,Pune-01,Pune,6th,1
2024-09-16,Anita Roy,Pune-01,Pune,6th,0
2024-09-17,Anita Roy,Pune-01,Pune,6th,0
2024-09-18,Anita Roy,Pune-01,Pune,6th,1
2024-09-19,Anita Roy,Pune-01,Pune,6th,1
2024-09-20,Anita Roy,Pune-01,Pune,6th,1
2024-09-21,Anita Roy,Pune-01,Pune,6th,1
2024-09-22,Anita Roy,Pune-01,Pune,6th,0
2024-09-23,Anita Roy,Pune-01,Pune,6th,1
2024-09-24,Anita Roy,Pune-01,Pune,6th,1
2024-09-25,Anita Roy,Pune-01,Pune,6th,1
2024-09-26,Anita Roy,Pune-01,Pune,6th,1
2024-09-27,Anita Roy,Pune-01,Pune,6th,1
2024-09-28,Anita Roy,Pune-01,Pune,6th,1
2024-09-29,Anita Roy,Pune-01,Pune,6th,1
2024-09-30,Anita Roy,Pune-01,Pune,6th,0
2024-10-01,Anita Roy,Pune-01,Pune,6th,1
2024-10-02,Anita Roy,Pune-01,Pune,6th,1
2024-10-03,Anita Roy,Pune-01,Pune,6th,0
2024-10-04,Anita Roy,Pune-01,Pune,6th,0
2024-10-05,Anita Roy,Pune-01,Pune,6th,1
2024-10-06,Anita Roy,Pune-01,Pune,6th,0
2024-10-07,Anita Roy,Pune-01,Pune,6th,0
2024-10-08,Anita Roy,Pune-01,Pune,6th,0
2024-10-09,Anita Roy,Pune-01,Pune,6th,1
2024-10-10,Anita Roy,Pune-01,Pune,6th,0
2024-10-11,Anita Roy,Pune-01,Pune,6th,1
2024-10-12,Anita Roy,Pune-01,Pune,6th,0
2024-10-13,Anita Roy,Pune-01,Pune,6th,1
2024-10-14,Anita Roy,Pune-01,Pune,6th,1
2024-10-15,Anita Roy,Pune-01,Pune,6th,0
2024-10-16,Anita Roy,Pune-01,Pune,6th,1
2024-10-17,Anita Roy,Pune-01,Pune,6th,1
2024-10-18,Anita Roy,Pune-01,Pune,6th,0
2024-10-19,Anita Roy,Pune-01,Pune,6th,1
2024-10-20,Anita Roy,Pune-01,Pune,6th,0
2024-10-21,Anita Roy,Pune-01,Pune,6th,0
2024-10-22,Anita Roy,Pune-01,Pune,6th,1
2024-10-23,Anita Roy,Pune-01,Pune,6th,1
2024-10-24,Anita Roy,Pune-01,Pune,6th,0
2024-10-25,Anita Roy,Pune-01,Pune,6th,0
2024-10-26,Anita Roy,Pune-01,Pune,6th,1
2024-10-27,Anita Roy,Pune-01,Pune,6th,0
2024-10-28,Anita Roy,Pune-01,Pune,6th,0
2024-10-29,Anita Roy,Pune-01,Pune,6th,0
2024-10-30,Anita Roy,Pune-01,Pune,6th,1
2024-10-31,Anita Roy,Pune-01,Pune,6th,0
2024-11-01,Anita Roy,Pune-01,Pune,6th,1
2024-11-02,Anita Roy,Pune-01,Pune,6th,1
2024-11-03,Anita Roy,Pune-01,Pune,6th,1
2024-11-04,Anita Roy,Pune-01,Pune,6th,1
2024-11-05,Anita Roy,Pune-01,Pune,6th,0
2024-11-06,Anita Roy,Pune-01,Pune,6th,0
2024-11-07,Anita Roy,Pune-01,Pune,6th,1
2024-11-08,Anita Roy,Pune-01,Pune,6th,1
2024-11-09,Anita Roy,Pune-01,Pune,6th,1
2024-11-10,Anita Roy,Pune-01,Pune,6th,0
2024-11-11,Anita Roy,Pune-01,Pune,6th,0
2024-11-12,Anita Roy,Pune-01,Pune,6th,1
2024-11-13,Anita Roy,Pune-01,Pune,6th,1
2024-11-14,Anita Roy,Pune-01,Pune,6th,1
2024-11-15,Anita Roy,Pune-01,Pune,6th,0
2024-11-16,Anita Roy,Pune-01,Pune,6th,1
2024-11-17,Anita Roy,Pune-01,Pune,6th,1
2024-11-18,Anita Roy,Pune-01,Pune,6th,1
2024-11-19,Anita Roy,Pune-01,Pune,6th,1
2024-11-20,Anita Roy,Pune-01,Pune,6th,1
2024-11-21,Anita Roy,Pune-01,Pune,6th,1
2024-11-22,Anita Roy,Pune-01,Pune,6th,0
2024-11-23,Anita Roy,Pune-01,Pune,6th,1
2024-11-24,Anita Roy,Pune-01,Pune,6th,1
2024-11-25,Anita Roy,Pune-01,Pune,6th,1
2024-11-26,Anita Roy,Pune-01,Pune,6th,0
2024-11-27,Anita Roy,Pune-01,Pune,6th,0
2024-11-28,Anita Roy,Pune-01,Pune,6th,0
2024-11-29,Anita Roy,Pune-01,Pune,6th,0
2024-11-30,Anita Roy,Pune-01,Pune,6th,1
2024-12-01,Anita Roy,Pune-01,Pune,6th,0
2024-12-02,Anita Roy,Pune-01,Pune,6th,1
2024-12-03,Anita Roy,Pune-01,Pune,6th,0
2024-12-04,Anita Roy,Pune-01,Pune,6th,1
2024-12-05,Anita Roy,Pune-01,Pune,6th,1
2024-12-06,Anita Roy,Pune-01,Pune,6th,1
2024-12-07,Anita Roy,Pune-01,Pune,6th,1
2024-12-08,Anita Roy,Pune-01,Pune,6th,1
2024-12-09,Anita Roy,Pune-01,Pune,6th,1
2024-12-10,Anita Roy,Pune-01,Pune,6th,1
2024-12-11,Anita Roy,Pune-01,Pune,6th,0
2024-12-12,Anita Roy,Pune-01,Pune,6th,1
2024-12-13,Anita Roy,Pune-01,Pune,6th,1
2024-12-14,Anita Roy,Pune-01,Pune,6th,0
2024-12-15,Anita Roy,Pune-01,Pune,6th,1
2024-12-16,Anita Roy,Pune-01,Pune,6th,0
2024-12-17,Anita Roy,Pune-01,Pune,6th,0
2024-12-18,Anita Roy,Pune-01,Pune,6th,0
2024-12-19,Anita Roy,Pune-01,Pune,6th,0
2024-12-20,Anita Roy,Pune-01,Pune,6th,0
2024-12-21,Anita Roy,Pune-01,Pune,6th,1
2024-12-22,Anita Roy,Pune-01,Pune,6th,0
2024-12-23,Anita Roy,Pune-01,Pune,6th,1
2024-12-24,Anita Roy,Pune-01,Pune,6th,1
2024-12-25,Anita Roy,Pune-01,Pune,6th,0
2024-12-26,Anita Roy,Pune-01,Pune,6th,1
2024-12-27,Anita Roy,Pune-01,Pune,6th,1
2024-12-28,Anita Roy,Pune-01,Pune,6th,1
2024-12-29,Anita Roy,Pune-01,Pune,6th,1
2024-12-30,Anita Roy,Pune-01,Pune,6th,1
2024-12-31,Anita Roy,Pune-01,Pune,6th,0
2024-01-01,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-02,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-03,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-04,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-05,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-06,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-01-07,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-08,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-09,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-10,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-11,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-12,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-13,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-14,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-15,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-16,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-17,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-18,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-19,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-20,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-01-21,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-22,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-23,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-01-24,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-25,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-26,Sanjay Kumar,Mumbai-03,Mumbai,7th,0
2024-01-27,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
2024-01-28,Sanjay Kumar,Mumbai-03,Mumbai,7th,1
